"scenario_id","n","p","rho","error","method","median_beta_mse","trace_var_slope","bias2","variance","emse","sign_flip_rate","rank_kendall","median_signal_rmse","median_test_rmse","ratio_ols_med","ratio_ols_lo","ratio_ols_hi","ratio_ols_p","ratio_rtecv_med","ratio_rtecv_lo","ratio_rtecv_hi","ratio_rtecv_p","boundary_hit_frac","median_k","median_g","ok_rate","pmm3_conv_rate","est_version","phase","g_mode","reps","test_n","B_boot","delta_main","seed_base","generated"
"n100_p12_rho0.90_normal",100,12,0.9,"normal","OLS",0.0495766284025761,0.677921153955601,0.00317858911676571,0.677921153955601,0.681099743072367,0.103611111111111,NA,0.366401981009499,1.07095881218356,1,1,1,NA,6.49717444604068,5.06574389009433,7.404956558873,6.11413685930444e-51,NA,NA,NA,1,1,"0.5.0-pmmrte","final","deployable",300,5000,150,0.03,20260612,"2026-06-27 12:02:54 EEST"
"n100_p12_rho0.90_normal",100,12,0.9,"normal","PMM3",0.0511155244468534,0.701965340458395,0.0040219503569034,0.701965340458395,0.705987290815298,0.107222222222222,NA,0.374994531458732,1.07301047926009,1.00456901009833,1.00043875182335,1.01787037048615,4.91738489140923e-05,6.56200218466279,4.91105048306471,7.51676029844607,7.32299378289563e-51,NA,NA,NA,1,1,"0.5.0-pmmrte","final","deployable",300,5000,150,0.03,20260612,"2026-06-27 12:02:54 EEST"
"n100_p12_rho0.90_normal",100,12,0.9,"normal","MLE_TN",0.0594656933674498,0.803362585156295,0.00517450178654668,0.803362585156295,0.808537086942842,0.121388888888889,NA,0.405252868898253,1.08012228215514,1.00046460528065,1.00021516388128,1.01750208657845,1.44313769433837e-15,6.95336260494463,6.12308619580496,7.92442245290429,7.85493765488768e-51,NA,NA,NA,1,1,"0.5.0-pmmrte","final","deployable",300,5000,150,0.03,20260612,"2026-06-27 12:02:54 EEST"
"n100_p12_rho0.90_normal",100,12,0.9,"normal","RTE_CV",0.00869332704363425,0.19333461857379,0.00207892035853314,0.19333461857379,0.195413538932323,0.0211111111111111,NA,0.23919620433138,1.03189456306582,0.153914322213634,0.135089269491019,0.205270033828823,6.11413685930444e-51,1,1,1,NA,0.836666666666667,31.6227766016838,0,1,1,"0.5.0-pmmrte","final","deployable",300,5000,150,0.03,20260612,"2026-06-27 12:02:54 EEST"
"n100_p12_rho0.90_normal",100,12,0.9,"normal","RTE_Stable",0.00455720637033816,0.0727901541018749,0.0029691301792243,0.0727901541018749,0.0757592842810992,0.00305555555555556,NA,0.228574270151782,1.0277096887025,0.0977859950421419,0.0933494458069241,0.104187912918632,6.11413685930444e-51,0.426671846746182,0.37563828542267,0.559142540191545,2.09836827822537e-35,0.966666666666667,31.6227766016838,0,1,1,"0.5.0-pmmrte","final","deployable",300,5000,150,0.03,20260612,"2026-06-27 12:02:54 EEST"
"n100_p12_rho0.90_normal",100,12,0.9,"normal","PMM3_RTE_CV",0.00820131615705934,0.195617232578107,0.00240517364550212,0.195617232578107,0.198022406223609,0.0219444444444444,NA,0.243360086294839,1.03243161024805,0.159496823416802,0.135026205830958,0.186703564301749,5.27822829667891e-50,1.00516100127542,1.00060358085034,1.01440658335755,0.0349967150727443,0.846666666666667,31.6227766016838,0,1,1,"0.5.0-pmmrte","final","deployable",300,5000,150,0.03,20260612,"2026-06-27 12:02:54 EEST"
"n100_p12_rho0.90_normal",100,12,0.9,"normal","PMM3_RTE_Stable",0.00454841571637998,0.0787127306619546,0.00313333458332293,0.0787127306619546,0.0818460652452776,0.00472222222222222,NA,0.23125301702469,1.02871960944282,0.100367715668009,0.0930802688983766,0.106062611897557,6.11413685930444e-51,0.442299816748676,0.384097843924831,0.581318041365264,1.26939489937576e-36,0.983333333333333,31.6227766016838,0,1,1,"0.5.0-pmmrte","final","deployable",300,5000,150,0.03,20260612,"2026-06-27 12:02:54 EEST"
"n100_p12_rho0.90_normal",100,12,0.9,"normal","RTE_Oracle",0.00191029550902316,0.015163884945116,0.00897448870728606,0.015163884945116,0.0241383736524021,0,NA,0.319783571062053,1.04874505064853,0.0358537827509515,0.0344907482057592,0.037809173817865,6.11413685930444e-51,0.228837662793891,0.164870119307501,0.271497316314993,1.59975647292511e-46,0.996666666666667,100,0,1,1,"0.5.0-pmmrte","final","deployable",300,5000,150,0.03,20260612,"2026-06-27 12:02:54 EEST"
"n100_p12_rho0.90_normal",100,12,0.9,"normal","PMM3_RTE_Oracle",0.00197304284174301,0.0155874847317738,0.00917535546324789,0.0155874847317738,0.0247628401950217,0,NA,0.328064478802014,1.05198246460544,0.0377354613215905,0.035000772918254,0.0393526303608409,6.11413685930444e-51,0.225194580441369,0.168388835154405,0.279671707709285,2.13194246827817e-49,0.996666666666667,100,0,1,1,"0.5.0-pmmrte","final","deployable",300,5000,150,0.03,20260612,"2026-06-27 12:02:54 EEST"
"n100_p12_rho0.90_tn1.5",100,12,0.9,"tn1.5","OLS",0.0522835255405103,0.688695024435909,0.00156340081891245,0.688695024435909,0.690258425254821,0.116388888888889,NA,0.373403756135849,1.06912452367591,1,1,1,NA,7.33286273473596,6.33358984125188,8.35653381124367,6.11413685930444e-51,NA,NA,NA,1,1,"0.5.0-pmmrte","final","deployable",300,5000,150,0.03,20260612,"2026-06-27 12:02:54 EEST"
